iestades_kods;nosaukums
900200061;Tetere Juta - ārsta prakse zobārstniecībā
800800016;Ķekavas novada pašvaldības pirmsskolas izglītības iestāde Ieviņa
880200061;Salveo1, SIA
940200011;Ķiris Valdis -ģimenes ārsta un narkologa prakse
940200013;Ķire Marianna - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10001451;ETB therapy group, SIA
941600030;VARIŅU PAGASTA FELDŠERPUNKTS, Smiltenes novada dome 
641000022;Burkevica Anita - zobu higiēnista prakse
19375407;Ziediņa Diāna - ģimenes ārsta prakse 
10001444;Šveca Ksenija - ārsta prakse psihiatrijā
540200025;Dzalbs Ainis - ģimenes ārsta un internista prakse
620200014;Dz.Ozoliņas zobārstniecības kabinets, SIA 
10000113;Cera Ingrīda - ārsta prakse psihiatrijā 
660200027;Limbažu slimnīca, Sabiedrība ar ierobežotu atbildību
601000012;ANDRUPENES FELDŠERU-VECMĀŠU PUNKTS, Dagdas novada pašvaldības Andrupenes pagasta pārvalde
10001013;RIGI, Sabiedrība ar ierobežotu atbildību
700200059;Smaida Klīnika, IK
10001295;Bočkovs Deniss - masiera prakse
840200019;Rožuleja Aina - ģimenes ārsta un pediatra prakse
10001050;Orto klīnika, SIA
661400011;BĒRNU PSIHONEIROLOĢISKĀ SLIMNĪCA AINAŽI, Valsts sabiedrība ar ierobežotu atbildību
10000096;Valdas Zaļkalnes ārsta prakse, SIA
10000096;Zaļkalne Valda - ārsta prakse ginekoloģijā, dzemdniecībā 
801600029;Kārkliņa Inguna -ārsta prakse oftalmoloģijā
804455301;Nacionālo bruņoto spēku Nodrošinājuma pavēlniecības3.Reģionālais nodrošinājuma centrs
110000013;Prakse ģimenei, SIA
10001379;LAIMAS PRAKSE, SIA
10000512;Union klīnika, Sabiedrība ar ierobežotu atbildību 
10000949;Maksimovs Jurijs - ārsta prakse osteopātijā 
110000072;Antonova Ināra -ģimenes ārsta prakse 
90000016;Šlegelmilhas un Trepšas zobārstu prakse, SIA 
900200008;Grunte Sanita - zobu higiēnista prakse
210075413;Novožilova Jeļena - ģimenes ārsta, arodveselības un arodslimību ārsta prakse
320200011;Grīgs Valdis - ārsta internista prakse
10000085;Pērle Zobārstniecība, Sabiedrība ar ierobežotu atbildību
10001453;Lakša Vita - fizioterapeita prakse 
19164502;SANADENTS ZA, Sabiedrība ar ierobežotu atbildību
10001469;Senior Baltic, Sabiedrība ar ierobežotu atbildību 
10001470;Kalniņa-Noveičuka Margarita - fizioterapeita prakse
250000152;ZK Dina, SIA 
19166204;Lāzerklīnika, Sabiedrība ar ierobežotu atbildību 
10054109;Iekšlietu ministrijas poliklīnika, Valsts sabiedrība ar ierobežotu atbildību
10000963;Helga Leone, IK 
10000342;Ķīniešu medicīna, Sabiedrība ar ierobežotu atbildību
640600003;Avots Elmārs - ģimenes ārsta prakse 
90065201;KALVAS DOKTORĀTS, Jelgavas Kalvas individuālais medicīniskais uzņēmums
210077218;Stikute Irēna -ārsta prakse zobārstniecībā
701400003;Igaune Velta -ģimenes ārsta prakse 
801600005;GT UNION, Sabiedrība ar ierobežotu atbildību
110000070;Purple Terēze - masiera prakse
900200033;Lubarska Daiga - zobu higiēnista prakse
210000050;Vīgante Sandra - zobu higiēnista prakse 
270000003;I.Ašmes zobārstniecības prakse, SIA 
620200018;G.Līces ārsta prakse zobārstniecībā, SIA 
901200007;Studena Ivonna - ārsta prakse zobārstniecībā
10001401;Ingas Ērgles Privātprakse, Sabiedrība ar ierobežotu atbildību 
10001304; Tatjanas Krutikas ārsta prakse, SIA
700200007;Ikauniece Aija - ārsta prakse zobārstniecībā 
801000023;IDIALS, Sabiedrība ar ierobežotu atbildību
700200006;Rudzāta ārsta prakse, SIA 
90024001;Medicīnas sabiedrība Optima1, Sabiedrība ar ierobežotu atbildību 
170077410;VĒLĪBA, SIA
170077410;VĒLĪBA, SIA 
10001476;Mambetajeva Rahata - ģimenes ārsta prakse
250000123;A.LAUCES ZOBĀRSTNIECĪBAS PRIVĀTPRAKSE, SIA
10000513;Rīgas Vingrošanas skola
941800003;FELDŠERPUNKTS PLĀŅOS, Strenču novada dome 
50000132;Gersamija Arčils - ārsta prakse kardioloģijā
270000078;Upīte-Bībere Sandra - masiera prakse
10001482;Golovins Igors - ārsta prakse zobārstniecībā
381600012;KUPRAVAS FELDŠERU PUNKTS, Viļakas novada dome 
50075420;Požarska Jeļena - ģimenes ārsta prakse
10077801;Lejniece Līga - masiera prakse
90000037;Seļezņovs Jurijs - ārsta prakse gastroenteroloģijā
740200048;Marculāne Anda - osteopāta un fizikālās un rehabilitācijas medicīnas ārsta prakse
50075419;Kramiča Tatjana - ģimenes ārsta prakse
270000014;LOLITAS LAUBERTES ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
50000042;Fizioterapijas kabinets VALE, IK
801400001;SEPTA, Sabiedrība ar ierobežotu atbildību
31000003;Ivetas Jevtušenko ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001485;J.Gulbes ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
19664505;KADARS, Sabiedrība ar ierobežotu atbildību
10001112;Lielause Gerda - ģimenes ārsta un pediatra prakse
19175409;Zorģe Lolita -ģimenes ārsta prakse
19175403;Adītāja Jolanta -ģimenes ārsta prakse
10001480;Šleicere Iveta Marita - masiera prakse 
10001488;Cibule Dace - ģimenes ārsta un internista prakse
900200067;Vekmane Inese - ārsta prakse zobārstniecībā
10001473;Rusele Inese Ārija - ārsta prakse osteopātijā un homeopātijā
90000100;Jurija Stepanova privātprakse, SIA
800800032;Daugmales pamatskola
10000057;LILIJA UN KO, Sabiedrība ar ierobežotu atbildību 
130000073;Sucesus, Sabiedrība ar ierobežotu atbildību
900200034;Kalēja Hardija - zobu higiēnista prakse 
19677427;Orto JV, Sabiedrība ar ierobežotu atbildību
10000360;Lapa Daina - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
50064005;MEDA D, Sabiedrība ar ierobežotu atbildību
10001951;Molārs M G, SIA
941600032;Nodieva Anda - ārsta prakse pneimonoloģijā
880200079;Bērziņa Gita - fizioterapeita prakse 
170064004;IZAR, SIA
170064004;IZAR, SIA
170000131;Pēka Sandra - vecmātes prakse
170000132;Ābola Ināra - vecmātes prakse 
801000003;Miķelsone Astra - ģimenes ārsta un arodveselības un arodslimību ārsta prakse 
10000201;Salubris, Sabiedrība ar ierobežotu atbildību 
806900006;Eglīte Ilze - ārsta pediatra un neonataloga prakse 
761200027;Sondors Jānis - fizioterapeita prakse
19677414;Larka Lilita - ārsta prakse neiroloģijā
10000459;Cingele Aija - ģimenes ārsta prakse
941600024;I.S. ZOBĀRSTNIECĪBAS PRAKSE, Sabiedrība ar ierobežotu atbildību
500200020;Dūrīte Dace - ārsta prakse zobārstniecībā
19375425;Rasmane Ligita -ģimenes ārsta prakse
740200012;Pajumte B.V, SIA
10001585;I Dinsbergas ārsta prakse, SIA 
90077429;Belousova Ludmila - ārsta prakse oftalmoloģijā 
807635202;Mārupes ambulance1, Sabiedrība ar ierobežotu atbildību
400200052;EvaMar, sabiedrība ar ierobežotu atbildību 
10000035;Goze Gaļina - masiera un kosmētiķa prakse 
10000214;Diabēta centrs, SIA
110000067;CARINO, Sabiedrība ar ierobežotu atbildību
10001496;Centrālais doktorāts, Sabiedrība ar ierobežotu atbildību
804900011;AlgoMed, Sabiedrība ar ierobežotu atbildību 
360200050;ALSVIĶU PAGASTA STRAUTIŅU FELDŠERU-VECMĀŠU PUNKTS, ALŪKSNES NOVADA PAŠVALDĪBA
50000134;Grunda Darja - ģimenes ārsta prakse
10001397;Ščeglova Sabina-ārsta prakse zobārstniecībā, SIA
170075444;āp DOCTUS, SIA 
940200018;Dienavas individuālais zobārstniecības uzņēmums 
620200044;Tinte Dzintra - ārsta prakse homeopātijā 
400200006;Bosko Marija - ģimenes ārsta prakse
429300007;Taurenes feldšeru vecmāšu punkts, Vecpiebalgas novada pašvaldība
90000045;Šmite Sandra - masiera prakse
270000032;Grospiņš Andis - ģimenes ārsta prakse
10001497;Ķevere Laura - ārsta prakse psihiatrijā un bērnu psihiatrijā 
900200016;Zeibote Iveta - ārsta prakse zobārstniecībā
10000508;MATISONS, Firma SIA
940200031;Daņilova Sandra - masiera prakse 
326100013;Mauliņš Ziedonis - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
326100013;Mauliņš Ziedonis - ģimenes ārsta, internista, algologa, onkologa ķīmijterapeita, arodveselības un arodslimību ārsts prakse 
19177447;Bojārs Jānis - ārsta prakse psihiatrijā, bērnu psihiatrijā un narkoloģijā 
400200053;OZOLU OPTIKA, Sabiedrība ar ierobežotu atbildību 
425700005;Zosēnu pagasta felšerpunkts, JAUNPIEBALGAS NOVADA DOME
90000014;Rudmieze Solveiga - fizikālās un rehabilitācijas medicīnas ārsta prakse
10001486;Dr. Jūlija Lazutina, SIA
10001502;Strautmane Ilze - ārsta prakse oftalmoloģijā 
840200024;NAEVUS, Sabiedrība ar ierobežotu atbildību
270000081;Muratova Marija - masiera prakse 
10001501;PHARMA VISION RĪGA, SIA
941600033;Vīgante Maruta - masiera prakse 
170000088;AVĒNIJA LO, SIA
10000310;Zābere Lauma - ārsta prakse kardioloģijā
19377206;Brencēna Sandra - ārsta prakse zobārstniecībā
170075430;Zeltiņa Līga - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
880200012;Zariņa Ļuda - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
660200013;Māra Gasona individuālais zobārstniecības uzņēmums
10001507;Jēgers Mārcis - ārsta prakse traumatoloģijā, ortopēdijā 
740200040;Skara Elza - internista un pneimonologa ārsta prakse
10001503;Diadents, Sabiedrība ar ierobežotu atbildību
10001508;Vitadents, Sabiedrība ar ierobežotu atbildību
170075435;Ašmane Solveiga - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
250000013;Valmieras2. vidusskola
19444501;IVETAS ĀBOLAS UN DACES RAKICKAS ZOBĀRSTNIECĪBAS PRAKSE, Sabiedrība ar ierobežotu atbildību
19375432;Petrova Ludmila - ģimenes ārsta un arodveselības un arodslimību ārsta prakse 
701800006;MURMASTIENES FELDŠERPUNKTS, VARAKĻĀNU NOVADA PAŠVALDĪBA
440200026;Malnače Iveta - ģimenes ārsta prakse
429300002;ATIS, Dz.Ozoliņas individuālais uzņēmums
807665201;Ārstu prakse Mazcena21, Sabiedrība ar ierobežotu atbildību 
440200027;NĪCGALES PAGASTA FELDŠERU PUNKTS, NĪCGALES PAGASTA PĀRVALDE
660200046;Skaistumkopšanas salons S.A.A., IK
10001245;Dērica Sandra - fizioterapeita prakse
900200018;Doveika Indra - ārsta prakse zobārstniecībā 
10000911;Dentro, Sabiedrība ar ierobežotu atbildību 
620200051;DACES DZENES PEDIATRA PRAKSE, IK
780200029;NAGĻU PAGASTA FELDŠERU - VECMĀŠU PUNKTS, RĒZEKNES NOVADA PAŠVALDĪBAS NAGĻU PAGASTA PĀRVALDE
10001514;CLASSIQUE.LV, Sabiedrība ar ierobežotu atbildību
210077428;SOINE, Sabiedrība ar ierobežotu atbildību
801600006;MUTES VESELĪBAS CENTRS, Sabiedrība ar ierobežotu atbildību
641400002;Kalniņa Agrita - ģimenes ārsta prakse
19177406;Jautrītes Liepiņas ārsta prakse otorinolaringoloģijā, Sabiedrība ar ierobežotu atbildību
19677408;Marinas Ņesterovskas ģimenes ārsta un internista prakse, Sabiedrība ar ierobežotu atbildību
19377204;Sotņikova Ļaļa - ārsta prakse zobārstniecībā
250000153;Eliāses Ievas zobārstniecības prakse, Sabiedrība ar ierobežotu atbildību 
10001510;ESI SPIRGTS, SIA
170000133;Rozentāle Solveiga - fizioterapeita prakse 
19677407;MEDAKO, Sabiedrība ar ierobežotu atbildību
90065207;Fitosan plus, medicīnas centrs, SIA 
800800026;Neli SL, Sabiedrība ar ierobežotu atbildību
1000017;Rasmas Kalniņas ārsta prakse oftalmoloģijā, Sabiedrība ar ierobežotu atbildību
964700003;Brūvere Rudīte - vecmātes prakse
130000072;Dr. R.Valteres privātprakse oftalmoloģijā, Sabiedrība ar ierobežotu atbildību 
51000001;Kociņa Ginta - ģimenes ārsta prakse
320200039;Rozīte Inga - fizioterapeita prakse
641000023;Valsts sociālās aprūpes centrs Kurzeme
210000055;Rogaļs Viktors - ģimenes ārsta un osteorefleksoterapeita prakse
10001518;Capital Clinic Riga, SIA
1000014;Marutas Alsbergas ārsta prakse oftalmoloģijā, Sabiedrība ar ierobežotu atbildību
740200094;Goldšteina Inita - ārsta prakse psihoterapijā 
19477466;Kogane Jekaterina - ārsta prakse pediatrijā un bērnu neiroloģijā 
681000004;Mikaskina Ingrīda - ģimenes ārsta prakse
681000004;Mikaskina Ingrīda -ģimenes ārsta prakse
805277402;Dr. A.Šmitiņas privātprakse, SIA
19175424;AM Konsultācijas, Sabiedrība ar ierobežotu atbildību
170075431;Streņģe Irina - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10001520;Deližanova Dace - ārsta prakse ginekoloģijā, dzemdniecībā
50000135;Aleksejenko Neļa - ārsta prakse neiroloģijā
50000136;Ziediņa Irēna - ārsta prakse neiroloģijā
270000041;Salmgrieze Aija - ģimenes ārsta un pediatra prakse
801000002;Merkurjeva Irina - masiera prakse
880200015;Baltā Sarmīte - ģimenes ārsta un arodveselības un arodslimību ārsta praks
130000024;Ārsta Karinas Pašetkinas privātprakse kosmetoloģijā, Sabiedrība ar ierobežotu atbildību
130000078;Pīrante Diāna - masiera prakse
50075405;Trubena Vita - ģimenes ārsta un pediatra prakse
10000408;Briedis Valdis - ārsta prakse psihoterapijā
10000447;Psihiskās veselības un atkarību profilakses institūt
10000168;EIRODENT, Sabiedrība ar ierobežotu atbildību
10077483;Greditors Harijs - ģimenes ārsta un internista prakse
880200080;Agneses Krastiņas zobārstniecības prakse, IK 
961600013;Radziņš Māris - ārsta prakse ķirurģijā
840200055;Šķeltiņa Vita - ārsta prakse zobārstniecībā 
130077421;Jura Ploņa ārsta prakse uroloģijā, SIA 
10001504;Dimenšteins Pāvels - ģimenes ārsta prakse 
440200008;Čivkule Iveta - ģimenes ārsta prakse 
210000037;Rēzeknes bērnu-jaunatnes sporta skola
801600012;Jutas Ošenieces ģimenes ārsta prakse, SIA
10001129;MIEGA SLIMĪBU CENTRS, SIA
781800008;Lidijas Bukeles ĢĀP, Sabiedrība ar ierobežotu atbildību 
741000011;Grīnberga Irēna - ģimenes ārsta prakse 
961600008;I. Ločmeles ārsta prakse, Sabiedrība ar ierobežotu atbildību
130000032;Elksne Ināra - ģimenes ārsta prakse
90000099;Jelgavas pilsētas pašvaldības iestāde Sporta servisa centrs
170000134;Lāce Inguna - ārsta prakse neiroloģijā
10001506;Jūlijas Balandinas ģimenes ārsta prakse, SIA
10064537;ARKE, SIA
700200048;KUSAS FELDŠERPUNKTS, MADONAS NOVADA ARONAS PAGASTA PĀRVALDE
50000023;ĻUBOVAS BARANOVSKAS ĢIMENES ĀRSTA PRAKSE, SIA
940200008;ARIANDA GRĪNVALDE ĀRSTA PRAKSE PSIHIATRIJĀ, IK
380200007;Klija Irina - masiera prakse
880200021;Andas Mellenbergas ārsta prakse, Sabiedrība ar ierobežotu atbildību
801000024;Kalēja Sarmīte - ģimenes ārsta prakse
801600065;Kampusa Inese-vecmātes prakse
10001522;Salvum TD aprūpe un izglītība, SIA
840200030;Koroļova Valentīna - masiera prakse
880200022;Vija Sniedziņa, IK
604300003;ŠĶELTOVAS PAGASTA FELDŠERU - VECMĀŠU PUNKTS, Krāslavas novada pašvaldība
680200012;Krokša Ineta -ģimenes ārsta prakse
19375415;Lankrete Sandra -ģimenes ārsta prakse
110000019;Kristapsonu zobārstniecība, Sabiedrība ar ierobežotu atbildību 
680200033;Menis Dāvids - ģimenes ārsta prakse
604300001;GRĀVERU FELDŠERU PUNKTS, Aglonas novada dome
10001417;SV Centr, Sabiedrība ar ierobežotu atbildību
900200021;Roberta Vizma - masiera prakse 
800800033;KSB doktorāts, SIA
320200002;DOO, SIA
10001433;iVF Riga, SIA
90077440;Sretenska Irina - ģimenes ārsta praks
10000236;Fjodorova Natalija - ģimenes ārsta prakse 
90000019;Dialīzes centrs, Sabiedrība ar ierobežotu atbildību
10064504;VALIS, Sabiedrība ar ierobežotu atbildību medicīniskā firma
468900005;Rehabilitācijas centrs Tērvete, Sabiedrība ar ierobežotu atbildību 
800800003;Intas Freimanes ģimenes ārsta prakse, SIA
420200059;INGADENT, SIA
320200005;Olgas Tomaševskas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
360200007;Greivule Irēna -ārsta prakse neiroloģijā
800800006;Ilzes Kāknēnas zobārstniecības prakse, Sabiedrība ar ierobežotu atbildību
800800011;Vītola Liene - ģimenes ārsta prakse 
420200011;Rogoza Natālija -ģimenes ārsta prakse
800800012;Daigas Āboltiņas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10000321;Vārpa Ilona - ārsta pediatra un neonataloga prakse
19477438;Upīte Ināra - ģimenes ārsta prakse
10000492;Kanunņikova Natālija - ārsta prakse endokrinoloģijā 
170075405;Celma Violeta - ģimenes ārsta prakse
170000124;Meissana, SIA
740600009;Belladent, Sabiedrība ar ierobežotu atbildību
19577417;ORIENTS, Sabiedrība ar ierobežotu atbildību Rīgā
10000280;Guste Maija - ģimenes ārsta prakse
10000455;Freimane Liene - ģimenes ārsta prakse 
10000281;Sevastjanova Viktorija - ģimenes ārsta prakse
19464511;PĒTERSONS, Sabiedrība ar ierobežotu atbildību
806900001;Kalnozola Aija - ārsta prakse zobārstniecībā
10000019;Voroņko Ņina - ģimenes ārsta prakse
800600005;Celmiņa Ināra -ģimenes ārsta prakse
10001360;FIZIOTERAPIJAS STUDIJA-TORE, SIA
19175414;Beijere Līga - ģimenes ārsta prakse
19175415;Šarna Vizma -ģimenes ārsta prakse
170000135;Vīraks, IK 
19177426;Ilzes Āboliņas ārsta prakse, SIA
840200050;Fogele Marita -masiera prakse
900200056;Ancāne Lūcija - ārsta prakse zobārstniecībā
880200081;3Z, SIA
700800012;AL Denta, Sabiedrība ar ierobežotu atbildību
561800003;Ose Māra - ģimenes ārsta prakse
400200017;Lagzdiņa Inta - ģimenes ārsta prakse
10000480;Arho Medicīnas Serviss, Sabiedrība ar ierobežotu atbildību
10001524;Dr. Mālmanes zobārstniecība, Sabiedrība ar ierobežotu atbildību 
800600018;LIEPA UN GAILĪTE, Sabiedrība ar ierobežotu atbildību
900200028;Meženiece Ilga - ģimenes ārsta prakse
900200029;S.Liepiņas ĢĀP, Sabiedrība ar ierobežotu atbildību
900200027;Maijas Petrovas ārsta prakse, Sabiedrība ar ierobežotu atbildību
900200026;Jakušenoka doktorāts, SIA
10001409;ComfortDent, Sabiedrība ar ierobežotu atbildību 
740200089;Parel denta, SIA
10000867;Sporta skola Arkādija
741000013;Pāvulāns Andris - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
19264568;DENS-1, SIA
10001525;SKY DREAM CLINIC, Sabiedrība ar ierobežotu atbildību 
250000031;ĢIMENES ĀRSTA INTAS AUZIŅAS PRIVĀTPRAKSE, SIA
10001087;ELSIA, Sabiedrība ar ierobežotu atbildību
420200041;CĒSU AUDZINĀŠANAS IESTĀDE NEPILNGADĪGAJIEM, Ieslodzījuma vietu pārvalde
700800009;Salvere IR, Sabiedrība ar ierobežotu atbildību 
19177443;Pavāre Larisa - ģimenes ārsta prakse
648500003;Pašvaldības aģentūra Rucavas novada Dunikas ambulance
880200089;L.Nāckalnes ginekologa prakse, IK
940200019;Simanoviča Gaļina - ārsta prakse zobārstniecībā 
960200005;Vaidavas feldšeru - vecmāšu punkts, Kocēnu novada dome
19675410;Paņina Irina - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10000432;Martinsone-Bičevska Jolanta - ģimenes ārsta prakse
19675409;Dziļuma Ilze -ģimenes ārsta prakse 
19375416;Zarubina Rita -ģimenes ārsta prakse
19375417;Ostrovska Sona -ģimenes ārsta prakse
19177445;Berkoviča Irina - ģimenes ārsta prakse
10000456;Art Dent, Sabiedrība ar ierobežotu atbildību
801200011;Bondare Krista - ģimenes ārsta prakse
19377425;Aizikoviča Jeļena - ģimenes ārsta prakse
10001285;HLS Rehab, SIA
250000017;Berga Rudīte - ģimenes ārsta prakse
19375409;Kiršfelde Agita - ģimenes ārsta prakse
90077405;Bērziņa Astra - ārsta prakse neiroloģijā
19177433;Aganova Regīna - ģimenes ārsta prakse 
19177429;Farafonova Marina - ģimenes ārsta prakse
19177432;Čurilova Tatjana - ģimenes ārsta prakse
10001527;Karlsone Aija - ģimenes ārsta prakse
10001031;Ārstu prakse Barons, SIA 
19477442;Griņa Nataļja - ģimenes ārsta un pediatra prakse
50000034;Lavrinoviča Tatjana - ārsta prakse ginekoloģijā, dzemdniecībā
801200040;Maijas Kozlovskas ģimenes ārsta prakse, SIA
10000178;MELLER, Sabiedrība ar ierobežotu atbildību
